id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,bok_appeared,importance,difficulty,concept_image_url,concept_image_alt,known_status,last_reviewed,review_count
CS-299,지도학습,Supervised Learning,인공지능·데이터,S,ㅈ,지도학습은 입력과 정답 라벨이 짝지어진 훈련 데이터로 예측 함수를 학습해 새 사례의 값이나 범주를 맞히는 방식입니다.,"의미: 지도학습은 과거 사례의 특성과 목표값을 이용해 입력에서 출력으로 가는 관계를 학습한다. 출력이 범주면 분류, 연속값이면 회귀이며 훈련 데이터의 라벨 품질이 성능 상한을 좌우한다. 활용: 대출 승인, 부도 예측, 민원 분류처럼 정답 이력이 있는 업무에 적합하다. 비지도학습은 라벨 없이 구조를 찾고, 강화학습은 보상으로 행동을 학습한다. 면접에서는 훈련·검증·테스트 데이터 분리와 데이터 누수 방지가 지도학습 평가의 핵심이라고 설명하면 좋다.","[[인공지능]], [[머신러닝]], [[비지도학습]], [[강화학습]], [[훈련 데이터]]",02-01-기본-전제와-일정.md; 05-03-대구은행-기출.md; 16-인공지능-기계학습.md,"인공지능·데이터 문제에서는 지도학습의 정의만 쓰지 말고 관련 개념(인공지능, 머신러닝, 비지도학습)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-299.svg,"지도학습(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 인공지능, 머신러닝, 비지도학습",,,0
CS-300,SupTech,SupTech,금융IT·신기술,S,S,SupTech는 감독기관이 데이터 수집·분석·위험 감시를 자동화해 금융회사 감독과 시장 모니터링을 고도화하는 기술 활용입니다.,"의미: SupTech는 Supervisory Technology로, 금융감독기관이 보고자료 수집, 이상 징후 탐지, 시장 감시, 검사 대상 선정에 기술을 활용하는 영역이다. RegTech가 금융회사의 규제 준수 자동화라면 SupTech는 감독자 관점의 데이터 기반 감독이다. 활용: 실시간 보고 API, 자연어 처리 기반 공시 분석, 이상거래 네트워크 분석, 리스크 대시보드에 쓰일 수 있다. 감독 효율은 높아지지만 데이터 표준, 보고 품질, 알고리즘 편향, 피감기관의 설명권 문제가 생기므로 투명한 기준과 보안 통제가 필요하다.","[[토큰화]], [[RegTech]], [[로보어드바이저]], [[이상거래탐지]], [[전자금융]]",보강 개념(페이지 직접 언급 없음),"금융IT·신기술 문제에서는 SupTech의 정의만 쓰지 말고 관련 개념(토큰화, RegTech, 로보어드바이저)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-300.svg,"SupTech(금융IT·신기술)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 토큰화, RegTech, 로보어드바이저",,,0
CS-301,SVM,SVM,인공지능·데이터,S,S,SVM은 클래스 사이의 마진을 최대화하는 결정 경계를 찾고 커널로 비선형 분리까지 확장할 수 있는 지도학습 모델입니다.,"의미: SVM은 두 클래스 사이를 나누는 초평면 중 가장 가까운 데이터와의 거리, 즉 마진이 최대가 되는 경계를 선택한다. 서포트 벡터는 경계를 결정하는 핵심 데이터이며 커널 트릭으로 고차원 특징 공간의 비선형 분리를 다룰 수 있다. 활용: 표본 수가 많지 않고 특성이 비교적 많은 문서 분류나 리스크 분류에 강할 수 있다. 하지만 대규모 데이터에서는 학습 비용이 커지고, 커널과 C, 감마 설정에 민감하다. 결정 트리보다 해석은 어렵지만 고차원 경계 표현이 장점이다.","[[결정 트리]], [[랜덤 포레스트]], [[KNN]], [[나이브 베이즈]], [[머신러닝]]",05-03-대구은행-기출.md; 16-인공지능-기계학습.md; 04-01-빅데이터-블록체인-머신러닝.md,"인공지능·데이터 문제에서는 SVM의 정의만 쓰지 말고 관련 개념(결정 트리, 랜덤 포레스트, KNN)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-301.svg,"SVM(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 결정 트리, 랜덤 포레스트, KNN",,,0
CS-302,대칭키 암호화,Symmetric Encryption,보안,S,ㄷ,대칭키 암호화는 하나의 비밀키로 암호화와 복호화를 모두 수행해 빠르지만 키 공유와 보관이 보안의 핵심이 되는 방식입니다.,"의미: 대칭키 암호화는 송신자와 수신자가 같은 키를 알고 있어야 평문을 암호문으로 만들고 다시 복호화할 수 있는 방식입니다. AES가 대표적이며 비대칭키 암호보다 훨씬 빠르기 때문에 대용량 데이터 보호에 적합합니다. 활용: TLS 세션 데이터, DB 암호화, 파일·백업 암호화, VPN 터널 암호화에 사용됩니다. 문제는 키를 어떻게 안전하게 생성, 배포, 저장, 회전, 폐기하느냐입니다. 그래서 실제 통신에서는 비대칭키나 Diffie-Hellman으로 세션키를 안전하게 합의한 뒤 대칭키로 본문을 암호화합니다. 면접에서는 대칭키는 성능, 비대칭키는 키 배포와 인증 측면에서 강점이 있다고 비교하면 좋습니다.","[[PKI]], [[공개키 기반구조]], [[비대칭키 암호화]], [[AES]], [[인증]]",04-04-네트워크-프로토콜-보안.md; 05-12-보안-기출-모음.md; 05-02-기업은행-기출.md,"보안 문제에서는 대칭키 암호화의 정의만 쓰지 말고 관련 개념(PKI, 공개키 기반구조, 비대칭키 암호화)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-302.svg,"대칭키 암호화(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: PKI, 공개키 기반구조, 비대칭키 암호화",,,0
CS-303,SYN Flood,SYN Flood,보안,S,S,SYN Flood는 TCP 연결 시작 단계의 반쯤 열린 세션을 대량으로 만들어 서버의 연결 자원을 고갈시키는 DDoS 공격입니다.,"의미: SYN Flood는 공격자가 TCP 3-Way Handshake의 첫 단계인 SYN을 대량 전송하고 마지막 ACK를 보내지 않아 서버가 SYN-RECEIVED 상태의 자원을 유지하게 만드는 공격입니다. 출발지 IP를 위조하면 응답이 돌아오지 않아 추적과 정리가 더 어려워집니다. 활용: 서버의 backlog 큐, 방화벽 상태 테이블, 로드 밸런서 연결 자원을 고갈시킬 수 있습니다. 대응은 SYN cookies, backlog 조정, rate limit, DDoS 방어 장비, 프록시 기반 연결 흡수, 소스 검증입니다. 스머프 공격이 ICMP 증폭을 이용한다면 SYN Flood는 TCP 상태 관리 비용을 이용한다는 차이가 있습니다. 금융권에서는 가용성 보호 관점에서 장애 대응 절차와 우회 경로도 중요합니다.","[[세션 하이재킹]], [[DDoS]], [[스머프 공격]], [[ARP 스푸핑]], [[인증]]",05-08-산업은행-기출.md; 05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md; 05-12-보안-기출-모음.md,"보안 문제에서는 SYN Flood의 정의만 쓰지 말고 관련 개념(세션 하이재킹, DDoS, 스머프 공격)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,상,/api/concept-images/CS-303.svg,"SYN Flood(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 세션 하이재킹, DDoS, 스머프 공격",,,0
CS-304,시스템 콜,System Call,운영체제,S,ㅅ,"시스템 콜은 사용자 프로그램이 파일, 프로세스, 메모리, 네트워크 같은 커널 관리 자원을 요청할 때 사용하는 보호된 진입 인터페이스입니다.","의미: 시스템 콜은 사용자 모드 코드가 직접 하드웨어나 커널 자료구조를 조작하지 못하게 하고, 정해진 번호와 인자를 통해 커널 모드로 전환해 서비스를 받는 절차입니다. read, write, fork, mmap, socket 등이 대표적입니다. 활용: 시스템 콜은 함수 호출보다 비용이 큽니다. 모드 전환, 검증, 스케줄링이 개입할 수 있기 때문입니다. 금융권 고성능 서버에서는 작은 I/O를 과도하게 호출하지 않도록 버퍼링, 배치, 비동기 I/O를 사용합니다. 보안 면접에서는 시스템 콜이 권한 검사의 관문이라는 점도 중요합니다.","[[운영체제]], [[커널]], [[프로세스]], [[스레드]], [[메모리 관리]]",06-01-00-프로세스와-스레드.md; 06-운영체제.md,"운영체제 문제에서는 시스템 콜의 정의만 쓰지 말고 관련 개념(운영체제, 커널, 프로세스)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-304.svg,"시스템 콜(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 운영체제, 커널, 프로세스",,,0
CS-305,시스템 테스트,System Test,소프트웨어공학,S,ㅅ,"시스템 테스트는 통합된 전체 시스템이 요구사항, 성능, 보안, 운영 환경 조건을 만족하는지 end-to-end로 검증하는 단계입니다.","의미: 시스템 테스트는 모든 모듈이 결합된 완성 시스템을 대상으로 기능과 비기능 요구사항을 종합 검증하는 단계다. 통합 테스트가 모듈 간 연동 오류에 집중한다면, 시스템 테스트는 실제 사용자 관점의 전체 흐름과 운영 조건을 본다. 활용: 인터넷뱅킹에서는 로그인부터 이체, 거래내역, 알림, 장애 복구까지 운영 환경과 유사한 조건에서 확인한다. 금융권에서는 성능, 보안, 권한, 감사로그, 배치, 백업·복구까지 포함해야 하며, 인수 테스트 전에 결함을 줄이는 마지막 내부 품질 관문이 된다.","[[단위 테스트]], [[통합 테스트]], [[인수 테스트]], [[블랙박스 테스트]], [[테스트]]",11-02-02-단위-통합-인수테스트.md; 05-14-29-한국은행-2026-컴퓨터공학-학술-4-소프트웨어-공학.md; 11-02-00-테스트.md,"소프트웨어공학 문제에서는 시스템 테스트의 정의만 쓰지 말고 관련 개념(단위 테스트, 통합 테스트, 인수 테스트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,중,/api/concept-images/CS-305.svg,"시스템 테스트(소프트웨어공학)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 단위 테스트, 통합 테스트, 인수 테스트",,,0
CS-306,TCL,TCL,데이터베이스,T,T,TCL은 COMMIT·ROLLBACK·SAVEPOINT로 트랜잭션의 완료와 취소 지점을 제어해 변경 작업의 원자성과 복구 가능성을 관리합니다.,"의미: TCL은 Transaction Control Language로, DML로 발생한 변경을 언제 확정하거나 되돌릴지 제어하는 SQL 명령군이다. COMMIT은 변경을 영구 반영하고, ROLLBACK은 미확정 변경을 취소하며, SAVEPOINT는 트랜잭션 내부의 부분 복귀 지점을 만든다. 활용: 이체 처리처럼 출금과 입금이 함께 성공해야 하는 업무에서는 TCL 범위가 곧 원자성 범위다. 너무 긴 트랜잭션은 락과 MVCC 버전을 오래 잡아 성능을 떨어뜨리고, 너무 자주 커밋하면 업무 단위의 일관성이 깨질 수 있어 적절한 경계 설정이 중요하다.","[[DML]], [[DCL]], [[SELECT]], [[WHERE]], [[SQL]]",05-08-산업은행-기출.md,"데이터베이스 문제에서는 TCL의 정의만 쓰지 말고 관련 개념(DML, DCL, SELECT)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-306.svg,"TCL(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: DML, DCL, SELECT",,,0
CS-307,TCP/IP 모델,TCP/IP Model,네트워크,T,T,TCP/IP 모델은 인터넷 통신을 링크·인터넷·전송·응용 계층 중심으로 나눠 실제 프로토콜 스택의 역할을 설명하는 모델입니다.,"의미: TCP/IP 모델은 실제 인터넷 프로토콜 구현을 설명하기 위해 네트워크 접근, 인터넷, 전송, 응용 계층으로 기능을 나누는 모델입니다. OSI 7계층보다 계층 수는 적지만, IP, TCP, UDP, HTTP, DNS 같은 실제 프로토콜과 직접 연결해 이해하기 쉽습니다. 활용: 장애 분석에서는 링크 연결, IP 라우팅, TCP/UDP 포트, 응용 프로토콜 순서로 확인할 수 있습니다. OSI의 세션·표현·응용 계층은 TCP/IP 모델에서 보통 응용 계층으로 묶입니다. 면접에서는 OSI는 참조·교육 모델, TCP/IP는 인터넷 구현 모델이라는 차이를 설명하고, 캡슐화와 계층별 책임을 예시로 연결하면 좋습니다.","[[OSI 7계층]], [[물리 계층]], [[데이터링크 계층]], [[TCP]], [[IP]]",보강 개념(페이지 직접 언급 없음),"네트워크 문제에서는 TCP/IP 모델의 정의만 쓰지 말고 관련 개념(OSI 7계층, 물리 계층, 데이터링크 계층)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-307.svg,"TCP/IP 모델(네트워크)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: OSI 7계층, 물리 계층, 데이터링크 계층",,,0
CS-308,기술 부채,Technical Debt,소프트웨어공학,T,ㄱ,기술 부채는 빠른 납기나 임시 해결을 위해 감수한 설계·코드·테스트 미흡이 미래 변경 비용과 장애 위험으로 누적되는 상태입니다.,"의미: 기술 부채는 단기 속도를 위해 품질상 타협한 결과가 나중에 이자처럼 유지보수 비용을 증가시키는 현상이다. 모든 미흡한 코드가 악성 부채는 아니며, 의도적으로 기록하고 상환 계획을 둔 부채와 방치된 부채를 구분해야 한다. 활용: 금융 시스템에서 중복 검증 로직, 하드코딩된 상품 코드, 테스트 없는 배치 프로그램은 규제 변경 때 큰 비용이 된다. 부채 상환은 리팩터링, 테스트 보강, 아키텍처 개선으로 이루어지며, 장애 빈도와 변경 리드타임 같은 지표로 우선순위를 정해야 한다.","[[코드 리뷰]], [[리팩터링]], [[기능 점수]], [[COCOMO]], [[테스트]]",보강 개념(페이지 직접 언급 없음),"소프트웨어공학 문제에서는 기술 부채의 정의만 쓰지 말고 관련 개념(코드 리뷰, 리팩터링, 기능 점수)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-308.svg,"기술 부채(소프트웨어공학)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 코드 리뷰, 리팩터링, 기능 점수",,,0
CS-309,테스트 데이터,Test Data,인공지능·데이터,T,ㅌ,테스트 데이터는 모델 개발이 끝난 뒤 마지막에만 사용해 새 데이터에 대한 일반화 성능을 공정하게 추정하는 분리 데이터입니다.,"의미: 테스트 데이터는 훈련과 튜닝에 관여하지 않은 독립 표본이어야 한다. 훈련 데이터는 모델 학습, 검증 데이터는 하이퍼파라미터 선택과 조기 종료에 쓰고, 테스트 데이터는 최종 성능 확인에만 사용한다. 활용: 금융 모델 승인이나 공공 서비스 도입 전 객관적 성능 근거로 중요하다. 테스트 결과를 보고 다시 모델을 고치면 사실상 검증 데이터가 되어 성능 추정이 낙관적으로 변한다. 시간 흐름이 있는 데이터는 무작위 분할보다 과거로 학습하고 미래로 테스트하는 방식이 더 현실적이다.","[[훈련 데이터]], [[검증 데이터]], [[혼동 행렬]], [[정확도]], [[머신러닝]]",보강 개념(페이지 직접 언급 없음),"인공지능·데이터 문제에서는 테스트 데이터의 정의만 쓰지 말고 관련 개념(훈련 데이터, 검증 데이터, 혼동 행렬)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-309.svg,"테스트 데이터(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 훈련 데이터, 검증 데이터, 혼동 행렬",,,0
CS-310,테스트,Testing,소프트웨어공학,T,ㅌ,테스트는 소프트웨어가 명세와 기대 품질을 만족하는지 실행·검토해 결함과 위험을 발견하고 배포 신뢰도를 높이는 품질 활동입니다.,"의미: 테스트는 프로그램이 오류가 없음을 완전히 증명하는 활동이 아니라, 정해진 기준에서 결함을 발견하고 품질 위험을 줄이는 활동이다. 단위, 통합, 시스템, 인수 테스트는 범위와 목적이 다르며 블랙박스와 화이트박스는 설계 관점이 다르다. 활용: 금융 거래 시스템은 금액 계산, 동시성, 장애 복구, 권한, 보안, 성능 테스트가 모두 중요하다. 테스트 케이스는 요구사항과 위험을 근거로 설계해야 하며, 자동화는 반복 검증에 유리하지만 탐색적 테스트와 업무 전문가 검증을 완전히 대체하지는 못한다.","[[전략 패턴]], [[MVC]], [[단위 테스트]], [[통합 테스트]], [[형상 관리]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 05-08-산업은행-기출.md; 04-02-프로그래밍-SQL-분산-클라우드.md,"소프트웨어공학 문제에서는 테스트의 정의만 쓰지 말고 관련 개념(전략 패턴, MVC, 단위 테스트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,하,/api/concept-images/CS-310.svg,"테스트(소프트웨어공학)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 전략 패턴, MVC, 단위 테스트",,,0
CS-311,스레드,Thread,운영체제,T,ㅅ,"스레드는 하나의 프로세스 안에서 주소 공간과 자원을 공유하면서 독립적인 실행 흐름을 갖는 단위로, 병행성을 높이지만 동기화 책임을 동반합니다.","의미: 스레드는 프로세스의 코드, 힙, 파일 핸들을 공유하고 각자 프로그램 카운터, 레지스터, 스택을 가집니다. 프로세스보다 생성과 전환 비용이 낮지만 공유 메모리 접근에서 경쟁 조건이 발생할 수 있습니다. 활용: 스레드는 I/O 대기와 CPU 작업을 겹치게 해 응답성을 높일 수 있습니다. 그러나 락 경합, 데드락, 캐시 일관성 비용 때문에 무조건 많이 만들면 성능이 떨어집니다. 금융 거래 시스템에서는 스레드풀 크기, 트랜잭션 경계, 공유 상태 최소화가 안정적인 처리량을 좌우합니다.","[[시스템 콜]], [[프로세스]], [[멀티스레딩]], [[PCB]], [[메모리 관리]]",05-09-운영체제-기출-모음.md; 02-01-기본-전제와-일정.md; 05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md,"운영체제 문제에서는 스레드의 정의만 쓰지 말고 관련 개념(시스템 콜, 프로세스, 멀티스레딩)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,하,/api/concept-images/CS-311.svg,"스레드(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 시스템 콜, 프로세스, 멀티스레딩",,,0
CS-312,위협,Threat,보안,T,ㅇ,위협은 자산에 피해를 줄 수 있는 공격자·악성코드·재해·실수 같은 잠재 원인으로 취약점과 만나 위험을 만듭니다.,"의미: 위협은 Threat로, 정보 자산의 기밀성, 무결성, 가용성을 해칠 수 있는 사건의 원인이나 행위자를 뜻합니다. 해커, 내부자, 악성코드, DDoS, 화재, 운영 실수, 공급망 장애가 모두 위협이 될 수 있습니다. 활용: 위험 평가는 자산, 위협, 취약점, 영향도를 함께 봅니다. 예를 들어 피싱 공격자는 위협, MFA 미적용은 취약점, 계정 탈취로 인한 부정거래 가능성이 위험입니다. 금융권에서는 사이버 공격뿐 아니라 업무 연속성을 해치는 장애와 외부 연계기관 문제도 위협으로 다룹니다. 면접에서는 위협을 취약점과 혼동하지 말고, 통제는 위협을 없애기보다 취약점과 영향을 줄이는 방향으로 설계된다고 설명하면 좋습니다.","[[로그 감사]], [[취약점]], [[위험]], [[악성코드]], [[인증]]",04-02-프로그래밍-SQL-분산-클라우드.md,"보안 문제에서는 위협의 정의만 쓰지 말고 관련 개념(로그 감사, 취약점, 위험)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-312.svg,"위협(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 로그 감사, 취약점, 위험",,,0
CS-313,TLB,TLB,운영체제,T,T,TLB는 최근 사용한 가상 페이지 번호와 물리 프레임 번호의 변환 결과를 캐시해 페이지 테이블 접근 비용을 줄이는 MMU 내부의 고속 버퍼입니다.,"의미: TLB는 Translation Lookaside Buffer로 주소 변환 캐시입니다. CPU가 가상 주소를 사용할 때 먼저 TLB를 조회하고, 히트하면 페이지 테이블을 메모리에서 다시 읽지 않고 물리 주소를 얻습니다. 미스가 나면 하드웨어나 커널이 페이지 테이블 워크를 수행합니다. 활용: TLB는 캐시와 비슷하지만 데이터가 아니라 주소 변환 정보를 저장합니다. 큰 워킹 세트나 무작위 접근은 TLB 미스를 늘려 성능을 낮춥니다. 금융권 인메모리 DB나 대형 JVM에서는 huge page, 메모리 배치, 프로세스 격리 설정이 TLB 효율과 지연시간 안정성에 영향을 줍니다.","[[프레임]], [[페이지 테이블]], [[다단계 페이지 테이블]], [[역페이지 테이블]], [[프로세스]]",05-09-운영체제-기출-모음.md; 05-08-산업은행-기출.md; 05-04-금융결제원-기출.md,"운영체제 문제에서는 TLB의 정의만 쓰지 말고 관련 개념(프레임, 페이지 테이블, 다단계 페이지 테이블)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-313.svg,"TLB(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 프레임, 페이지 테이블, 다단계 페이지 테이블",,,0
CS-314,토큰화,Tokenization,인공지능·데이터,T,ㅌ,"토큰화는 텍스트를 모델이 처리할 수 있도록 단어, 형태소, 부분단어 같은 단위로 나누는 자연어 처리의 첫 단계입니다.","의미: 토큰화는 문장을 의미 처리의 기본 단위로 쪼개 어휘 사전이나 임베딩 입력으로 만든다. 한국어는 조사와 어미 변화가 많아 공백 기준만으로는 부족하며 형태소나 부분단어 방식이 자주 쓰인다. 활용: 검색, 문서 분류, 챗봇, 텍스트 마이닝에서 토큰화 품질은 임베딩과 모델 성능에 직접 영향을 준다. 너무 잘게 나누면 문맥이 약해지고, 너무 크게 나누면 희귀어 문제가 커진다. 개인정보나 계좌번호 같은 민감 패턴은 토큰화 전 마스킹과 정규화 정책을 함께 설계해야 한다.","[[임베딩]], [[자연어 처리]], [[정규화]], [[텍스트 마이닝]], [[머신러닝]]",보강 개념(페이지 직접 언급 없음),"인공지능·데이터 문제에서는 토큰화의 정의만 쓰지 말고 관련 개념(임베딩, 자연어 처리, 정규화)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-314.svg,"토큰화(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 임베딩, 자연어 처리, 정규화",,,0
CS-315,트레이싱,Tracing,클라우드·분산시스템,T,ㅌ,트레이싱은 하나의 요청이 여러 서비스와 컴포넌트를 거치는 경로와 시간을 추적해 병목과 실패 지점을 찾는 관측성 기법입니다.,"의미: 트레이싱은 요청마다 trace id를 부여하고 서비스별 작업을 span으로 기록해 분산 호출 흐름을 재구성한다. 로그가 개별 사건을 남기고 메트릭이 집계 추세를 보여준다면, 트레이싱은 특정 거래가 어디서 지연되거나 실패했는지 연결해 준다. 활용: 계좌 조회가 API 게이트웨이, 인증, 고객, 계좌 서비스 중 어디에서 느려졌는지 분석하는 데 유용하다. 모든 요청을 추적하면 비용이 커지므로 샘플링과 오류 우선 수집이 필요하며, trace id가 로그와 메트릭에 함께 전파되어야 효과가 크다.","[[로그]], [[메트릭]], [[분산 시스템]], [[컨테이너]], [[관측성]]",보강 개념(페이지 직접 언급 없음),"클라우드·분산시스템 문제에서는 트레이싱의 정의만 쓰지 말고 관련 개념(로그, 메트릭, 분산 시스템)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-315.svg,"트레이싱(클라우드·분산시스템)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 로그, 메트릭, 분산 시스템",,,0
CS-316,훈련 데이터,Training Data,인공지능·데이터,T,ㅎ,훈련 데이터는 모델이 패턴과 파라미터를 학습하는 데 직접 사용하는 사례 집합으로 품질과 대표성이 성능을 좌우합니다.,"의미: 훈련 데이터는 모델이 입력과 출력의 관계를 배우는 원천이다. 양이 많아도 라벨 오류, 편향, 중복, 미래 정보 누수가 있으면 성능이 왜곡된다. 검증 데이터와 테스트 데이터는 학습에 직접 쓰지 않는다는 점에서 구분된다. 활용: 금융권 모델에서는 특정 기간의 경기 상황이나 고객군만 반영되지 않도록 시간·집단 대표성을 확인해야 한다. 전처리 기준과 특성 공학은 훈련 데이터에서 학습한 뒤 다른 데이터에 적용해야 하며, 데이터 버전과 생성 과정을 기록해야 감사와 재현이 가능하다.","[[정규화 기법]], [[교차 검증]], [[검증 데이터]], [[테스트 데이터]], [[머신러닝]]",16-인공지능-기계학습.md,"인공지능·데이터 문제에서는 훈련 데이터의 정의만 쓰지 말고 관련 개념(정규화 기법, 교차 검증, 검증 데이터)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-316.svg,"훈련 데이터(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 정규화 기법, 교차 검증, 검증 데이터",,,0
CS-317,트랜잭션,Transaction,데이터베이스,T,ㅌ,트랜잭션은 데이터베이스에서 하나의 논리적 업무 단위로 실행되는 연산 묶음이며 ACID 보장을 통해 안전하게 완료되거나 취소됩니다.,"의미: 트랜잭션은 여러 SQL 연산을 하나의 작업 단위로 묶어 모두 성공하면 커밋하고 문제가 생기면 롤백하는 실행 단위다. ACID 속성을 통해 일부만 반영되는 상태, 제약 위반, 동시성 간섭, 커밋 손실을 막는다. 활용: 계좌 이체는 출금과 입금, 거래 내역 기록이 하나의 트랜잭션으로 묶여야 한다. 트랜잭션 범위가 넓으면 락 경합과 데드락 가능성이 커지고, 범위가 좁으면 업무 일관성이 깨진다. 격리 수준과 재시도 정책을 함께 설계하는 것이 실무 포인트이며, 커밋 기준도 명확해야 한다.","[[무손실 분해]], [[종속성 보존]], [[ACID]], [[원자성]], [[SQL]]",05-08-산업은행-기출.md; 05-05-SGI서울보증-기출.md; 02-01-기본-전제와-일정.md,"데이터베이스 문제에서는 트랜잭션의 정의만 쓰지 말고 관련 개념(무손실 분해, 종속성 보존, ACID)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-317.svg,"트랜잭션(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 무손실 분해, 종속성 보존, ACID",,,0
CS-318,Transformer,Transformer,인공지능·데이터,T,T,Transformer는 셀프 어텐션으로 입력 요소 간 관계를 병렬 계산해 긴 문맥을 효과적으로 학습하는 딥러닝 구조입니다.,"의미: Transformer는 RNN처럼 순서대로 상태를 넘기지 않고, 모든 토큰 쌍의 관계를 어텐션으로 계산한다. 위치 정보는 포지셔널 인코딩으로 보완하며, 인코더·디코더 구조 또는 그 변형이 언어 모델과 번역, 검색에 쓰인다. 활용: 자연어 처리, 문서 요약, 코드 분석, 추천의 핵심 모델로 활용된다. 병렬 학습과 긴 의존성 처리에 강하지만 입력 길이에 따라 어텐션 계산량이 커지고 많은 데이터와 연산 자원이 필요하다. 면접에서는 LSTM 대비 병렬성과 문맥 관계 계산의 차이를 설명하면 좋다.","[[RNN]], [[LSTM]], [[어텐션]], [[임베딩]], [[머신러닝]]",보강 개념(페이지 직접 언급 없음),"인공지능·데이터 문제에서는 Transformer의 정의만 쓰지 말고 관련 개념(RNN, LSTM, 어텐션)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-318.svg,"Transformer(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: RNN, LSTM, 어텐션",,,0
